5/11/2019	8:41:17 PM	0
5/11/2019	8:41:17 PM	0
5/11/2019	8:41:17 PM	0
5/11/2019	8:41:17 PM	0
5/11/2019	8:41:17 PM	0
5/11/2019	8:41:17 PM	0
5/11/2019	8:41:18 PM	0
5/11/2019	8:41:18 PM	0
5/11/2019	8:41:18 PM	0
5/11/2019	8:41:18 PM	0
5/11/2019	8:41:18 PM	0
5/11/2019	8:41:18 PM	0
5/11/2019	8:41:18 PM	0
5/11/2019	8:41:18 PM	0
5/11/2019	8:41:18 PM	0
5/11/2019	8:41:18 PM	0
5/11/2019	8:41:19 PM	0
5/11/2019	8:41:19 PM	0
5/11/2019	8:41:19 PM	0
5/11/2019	8:41:19 PM	0
5/11/2019	8:41:19 PM	0
5/11/2019	8:41:19 PM	0
5/11/2019	8:41:19 PM	0
5/11/2019	8:41:19 PM	0
5/11/2019	8:41:19 PM	0
5/11/2019	8:41:19 PM	0
5/11/2019	8:41:20 PM	0
5/11/2019	8:41:20 PM	0
5/11/2019	8:41:20 PM	0
5/11/2019	8:41:20 PM	0
5/11/2019	8:41:20 PM	0
5/11/2019	8:41:20 PM	0
5/11/2019	8:41:20 PM	0
5/11/2019	8:41:20 PM	1
5/11/2019	8:41:20 PM	1
5/11/2019	8:41:20 PM	1
5/11/2019	8:41:21 PM	2
5/11/2019	8:41:21 PM	2
5/11/2019	8:41:21 PM	3
5/11/2019	8:41:21 PM	4
5/11/2019	8:41:21 PM	4
5/11/2019	8:41:21 PM	5
5/11/2019	8:41:21 PM	6
5/11/2019	8:41:21 PM	7
5/11/2019	8:41:21 PM	8
5/11/2019	8:41:21 PM	9
5/11/2019	8:41:22 PM	11
5/11/2019	8:41:22 PM	12
5/11/2019	8:41:22 PM	13
5/11/2019	8:41:22 PM	15
5/11/2019	8:41:22 PM	16
5/11/2019	8:41:22 PM	18
5/11/2019	8:41:22 PM	20
5/11/2019	8:41:22 PM	22
5/11/2019	8:41:22 PM	24
5/11/2019	8:41:22 PM	26
5/11/2019	8:41:23 PM	28
5/11/2019	8:41:23 PM	30
5/11/2019	8:41:23 PM	32
5/11/2019	8:41:23 PM	34
5/11/2019	8:41:23 PM	36
5/11/2019	8:41:23 PM	38
5/11/2019	8:41:23 PM	40
5/11/2019	8:41:23 PM	42
5/11/2019	8:41:23 PM	44
5/11/2019	8:41:23 PM	46
5/11/2019	8:41:24 PM	48
5/11/2019	8:41:24 PM	50
5/11/2019	8:41:24 PM	52
5/11/2019	8:41:24 PM	54
5/11/2019	8:41:24 PM	56
5/11/2019	8:41:24 PM	58
5/11/2019	8:41:24 PM	60
5/11/2019	8:41:24 PM	62
5/11/2019	8:41:24 PM	64
5/11/2019	8:41:24 PM	66
5/11/2019	8:41:25 PM	68
5/11/2019	8:41:25 PM	70
5/11/2019	8:41:25 PM	72
5/11/2019	8:41:25 PM	74
5/11/2019	8:41:25 PM	76
5/11/2019	8:41:25 PM	78
5/11/2019	8:41:25 PM	80
5/11/2019	8:41:25 PM	82
5/11/2019	8:41:25 PM	84
5/11/2019	8:41:25 PM	86
5/11/2019	8:41:26 PM	88
5/11/2019	8:41:26 PM	90
5/11/2019	8:41:26 PM	92
5/11/2019	8:41:26 PM	94
5/11/2019	8:41:26 PM	96
5/11/2019	8:41:26 PM	98
5/11/2019	8:41:26 PM	100
5/11/2019	8:41:26 PM	102
5/11/2019	8:41:26 PM	104
5/11/2019	8:41:26 PM	106
5/11/2019	8:41:27 PM	108
5/11/2019	8:41:27 PM	110
5/11/2019	8:41:27 PM	112
5/11/2019	8:41:27 PM	114
5/11/2019	8:41:27 PM	116
5/11/2019	8:41:27 PM	118
5/11/2019	8:41:27 PM	120
5/11/2019	8:41:27 PM	122
5/11/2019	8:41:27 PM	124
5/11/2019	8:41:27 PM	126
5/11/2019	8:41:28 PM	128
5/11/2019	8:41:28 PM	130
5/11/2019	8:41:28 PM	132
5/11/2019	8:41:28 PM	134
5/11/2019	8:41:28 PM	136
5/11/2019	8:41:28 PM	138
5/11/2019	8:41:28 PM	140
5/11/2019	8:41:28 PM	142
5/11/2019	8:41:28 PM	144
5/11/2019	8:41:28 PM	146
5/11/2019	8:41:29 PM	148
5/11/2019	8:41:29 PM	150
5/11/2019	8:41:29 PM	152
5/11/2019	8:41:29 PM	154
5/11/2019	8:41:29 PM	156
5/11/2019	8:41:29 PM	158
5/11/2019	8:41:29 PM	160
5/11/2019	8:41:29 PM	162
5/11/2019	8:41:29 PM	164
5/11/2019	8:41:29 PM	166
5/11/2019	8:41:30 PM	168
5/11/2019	8:41:30 PM	170
5/11/2019	8:41:30 PM	172
5/11/2019	8:41:30 PM	174
5/11/2019	8:41:30 PM	176
5/11/2019	8:41:30 PM	178
5/11/2019	8:41:30 PM	180
5/11/2019	8:41:30 PM	182
5/11/2019	8:41:30 PM	184
5/11/2019	8:41:30 PM	186
5/11/2019	8:41:31 PM	188
5/11/2019	8:41:31 PM	190
5/11/2019	8:41:31 PM	192
5/11/2019	8:41:31 PM	194
5/11/2019	8:41:31 PM	196
5/11/2019	8:41:31 PM	198
5/11/2019	8:41:31 PM	200
5/11/2019	8:41:31 PM	202
5/11/2019	8:41:31 PM	204
5/11/2019	8:41:31 PM	206
5/11/2019	8:41:32 PM	208
5/11/2019	8:41:32 PM	210
5/11/2019	8:41:32 PM	212
5/11/2019	8:41:32 PM	214
5/11/2019	8:41:32 PM	216
5/11/2019	8:41:32 PM	218
5/11/2019	8:41:32 PM	220
5/11/2019	8:41:32 PM	222
5/11/2019	8:41:32 PM	224
5/11/2019	8:41:32 PM	226
